Wafer#1 11.3mils thick EE535,
1657,38.05595398
1656,38.01520157
1655,38.03621674
1654,38.01208496
1653,37.95355606
1652,37.95051575
1651,37.89369965
1650,37.89849854
1649,37.86834335
1648,37.82823944
1647,37.75635529
1646,37.76831436
1645,37.79694366
1644,37.7362175
1643,37.70222473
1642,37.72298431
1641,37.67495728
1640,37.6456871
1639,37.65330505
1638,37.65082169
1637,37.54845428
1636,37.57571411
1635,37.57845688
1634,37.50432205
1633,37.5548172
1632,37.51776505
1631,37.51404572
1630,37.47161102
1629,37.44296265
1628,37.43289948
1627,37.44379425
1626,37.35708237
1625,37.40515518
1624,37.39144897
1623,37.38622284
1622,37.36645508
1621,37.38916397
1620,37.38169479
1619,37.29232407
1618,37.35967255
1617,37.31740952
1616,37.32161713
1615,37.30994415
1614,37.30506134
1613,37.24428558
1612,37.29026031
1611,37.28746033
1610,37.24282074
1609,37.27279282
1608,37.29206467
1607,37.26970291
1606,37.26603317
1605,37.24514389
1604,37.24134445
1603,37.29024506
1602,37.24834824
1601,37.23854828
1600,37.24201202
1599,37.17782593
1598,37.24336624
1597,37.20308685
1596,37.25851059
1595,37.20449066
1594,37.26906586
1593,37.22080994
1592,37.25208664
1591,37.18259811
1590,37.24702835
1589,37.24836731
1588,37.2626915
1587,37.25500488
1586,37.27465057
1585,37.23427582
1584,37.24319458
1583,37.27569199
1582,37.25094223
1581,37.27181244
1580,37.2785759
1579,37.25896454
1578,37.2908287
1577,37.26765442
1576,37.35383224
1575,37.34908676
1574,37.30696869
1573,37.2783432
1572,37.28933334
1571,37.33319855
1570,37.3666687
1569,37.3402977
1568,37.39053345
1567,37.32382202
1566,37.34052277
1565,37.33673859
1564,37.39549637
1563,37.37261963
1562,37.39240646
1561,37.4213829
1560,37.42397308
1559,37.46989822
1558,37.4598999
1557,37.46865845
1556,37.41937637
1555,37.50092316
1554,37.46575546
1553,37.50593185
1552,37.52070618
1551,37.50225067
1550,37.50139999
1549,37.52244568
1548,37.54304504
1547,37.50595093
1546,37.56103134
1545,37.53928375
1544,37.55695343
1543,37.50920486
1542,37.53567123
1541,37.47496796
1540,37.46996689
1539,37.51357269
1538,37.48415375
1537,37.51569748
1536,37.51031113
1535,37.52505112
1534,37.49198151
1533,37.4950676
1532,37.46336746
1531,37.46037292
1530,37.46995163
1529,37.49111938
1528,37.48628235
1527,37.46734619
1526,37.47933197
1525,37.48168182
1524,37.51678848
1523,37.50448227
1522,37.45080948
1521,37.44399261
1520,37.48835754
1519,37.45875168
1518,37.49528885
1517,37.46004868
1516,37.48371124
1515,37.47392273
1514,37.503479
1513,37.42615128
1512,37.44543839
1511,37.48197556
1510,37.44897461
1509,37.43166733
1508,37.4847908
1507,37.50037766
1506,37.46720505
1505,37.43287659
1504,37.43929672
1503,37.45685577
1502,37.45781708
1501,37.43777084
1500,37.47299194
1499,37.46367645
1498,37.44974899
1497,37.50178146
1496,37.48561096
1495,37.43469238
1494,37.47326279
1493,37.47536087
1492,37.51991272
1491,37.47580719
1490,37.48502731
1489,37.43787766
1488,37.42860031
1487,37.46751785
1486,37.45232391
1485,37.5283165
1484,37.5232048
1483,37.47654343
1482,37.47784805
1481,37.50610733
1480,37.49132538
1479,37.49407578
1478,37.49865341
1477,37.49471664
1476,37.49466324
1475,37.47617722
1474,37.48177338
1473,37.45434189
1472,37.49389648
1471,37.49325562
1470,37.45701599
1469,37.50389099
1468,37.51137543
1467,37.47124863
1466,37.48746109
1465,37.47480392
1464,37.50104141
1463,37.43651199
1462,37.49172592
1461,37.50733566
1460,37.50904465
1459,37.47690964
1458,37.48949432
1457,37.4927063
1456,37.50969696
1455,37.51540375
1454,37.52729797
1453,37.50318146
1452,37.45543671
1451,37.51055145
1450,37.49511719
1449,37.50551224
1448,37.52623749
1447,37.51108932
1446,37.524189
1445,37.47537231
1444,37.48802948
1443,37.51782608
1442,37.54751587
1441,37.51174545
1440,37.50946808
1439,37.51883698
1438,37.5336113
1437,37.55392838
1436,37.50385666
1435,37.5165596
1434,37.52738571
1433,37.52525711
1432,37.50051498
1431,37.53261185
1430,37.54215622
1429,37.53904343
1428,37.52315521
1427,37.56031799
1426,37.53770828
1425,37.53359604
1424,37.51841354
1423,37.50529099
1422,37.53286362
1421,37.51841354
1420,37.56663132
1419,37.56407928
1418,37.51810837
1417,37.51202393
1416,37.56914902
1415,37.53820419
1414,37.56507492
1413,37.55478668
1412,37.57547379
1411,37.54708862
1410,37.56546783
1409,37.58293533
1408,37.55444336
1407,37.60606766
1406,37.5578804
1405,37.59194946
1404,37.60519028
1403,37.6026268
1402,37.55084991
1401,37.64187241
1400,37.61696625
1399,37.59186172
1398,37.60139847
1397,37.62672806
1396,37.62262344
1395,37.631073
1394,37.58724213
1393,37.58314133
1392,37.59363174
1391,37.67815781
1390,37.62267685
1389,37.60817337
1388,37.60195541
1387,37.66170883
1386,37.67267609
1385,37.61976242
1384,37.61852264
1383,37.6745224
1382,37.66304779
1381,37.67847443
1380,37.66763687
1379,37.65268326
1378,37.66773605
1377,37.63685608
1376,37.65958023
1375,37.69046783
1374,37.72403336
1373,37.68305588
1372,37.69577408
1371,37.70489502
1370,37.68307114
1369,37.71006012
1368,37.69921112
1367,37.74028397
1366,37.68849182
1365,37.72415543
1364,37.6861496
1363,37.71282578
1362,37.70147705
1361,37.67076492
1360,37.70026016
1359,37.74900436
1358,37.68950272
1357,37.72166443
1356,37.71789551
1355,37.7317543
1354,37.71925354
1353,37.69548416
1352,37.73888397
1351,37.68922806
1350,37.73158646
1349,37.69932175
1348,37.74272156
1347,37.71177673
1346,37.7673645
1345,37.73857498
1344,37.73390961
1343,37.74296188
1342,37.75563049
1341,37.78848648
1340,37.71302032
1339,37.71819687
1338,37.73919678
1337,37.76128387
1336,37.7469902
1335,37.79308319
1334,37.75647354
1333,37.76533127
1332,37.79230499
1331,37.77968216
1330,37.81111145
1329,37.80341721
1328,37.78206635
1327,37.79009247
1326,37.81223297
1325,37.7875061
1324,37.80625534
1323,37.74709702
1322,37.77539444
1321,37.75841904
1320,37.80537796
1319,37.85654831
1318,37.82567596
1317,37.78775406
1316,37.83099747
1315,37.81077194
1314,37.80177307
1313,37.83676147
1312,37.78427124
1311,37.78793716
1310,37.81873322
1309,37.87599182
1308,37.81652069
1307,37.80215836
1306,37.83766937
1305,37.87723541
1304,37.85894394
1303,37.85402298
1302,37.8795433
1301,37.85136032
1300,37.90108109
1299,37.8746376
1298,37.85570145
1297,37.83369827
1296,37.861866
1295,37.88240433
1294,37.86624527
1293,37.89094162
1292,37.94347763
1291,37.8792572
1290,37.89396286
1289,37.9082489
1288,37.90262604
1287,37.9015007
1286,37.93621063
1285,37.89854813
1284,37.89499664
1283,37.98506165
1282,37.89557648
1281,37.89845657
1280,37.8637619
1279,37.85830307
1278,37.90154648
1277,37.92975998
1276,37.92892075
1275,37.91547394
1274,37.90474701
1273,37.94677734
1272,37.94893646
1271,37.94225693
1270,37.93803406
1269,37.93959808
1268,37.95767212
1267,37.95391846
1266,37.97570801
1265,37.94546509
1264,37.97560501
1263,37.94693375
1262,37.94543457
1261,37.93964767
1260,37.97935104
1259,37.94813156
1258,37.96196365
1257,37.97794724
1256,37.97880554
1255,37.96895599
1254,37.99264526
1253,37.96751404
1252,37.99012375
1251,37.98725128
1250,37.9853363
1249,37.99899673
1248,38.02374649
1247,38.00018311
1246,38.02328491
1245,38.01773453
1244,37.99154663
1243,38.06415558
1242,38.0764122
1241,38.03741455
1240,38.07188416
1239,38.04772568
1238,38.05905914
1237,38.03710938
1236,38.01539612
1235,37.99925613
1234,38.04495239
1233,38.02954865
1232,38.03594589
1231,38.08226395
1230,38.0925293
1229,38.0500679
1228,38.09768677
1227,38.06066513
1226,38.09653854
1225,38.0538559
1224,38.08181381
1223,38.06892776
1222,38.09290314
1221,38.11590195
1220,38.0636673
1219,38.16020584
1218,38.12165833
1217,38.11066055
1216,38.11257935
1215,38.11696243
1214,38.15208435
1213,38.13377762
1212,38.10197067
1211,38.15049362
1210,38.15849686
1209,38.14696884
1208,38.13941956
1207,38.13618088
1206,38.15621567
1205,38.15504837
1204,38.16766357
1203,38.16212845
1202,38.19713974
1201,38.13816071
1200,38.16675568
1199,38.07819748
1198,38.1571846
1197,38.12235641
1196,38.11236572
1195,38.20116043
1194,38.12689972
1193,38.12448502
1192,38.14987183
1191,38.13512039
1190,38.17502213
1189,38.17398834
1188,38.17588806
1187,38.22116089
1186,38.1946907
1185,38.20760727
1184,38.24971008
1183,38.22706985
1182,38.22274017
1181,38.18119049
1180,38.23632431
1179,38.23930359
1178,38.20608139
1177,38.25007629
1176,38.2081871
1175,38.18343353
1174,38.20734406
1173,38.24930573
1172,38.24179077
1171,38.2431488
1170,38.29810715
1169,38.29200745
1168,38.26356506
1167,38.28681564
1166,38.27233887
1165,38.23799133
1164,38.28176117
1163,38.28572083
1162,38.29098511
1161,38.3286972
1160,38.30456543
1159,38.2783165
1158,38.25864792
1157,38.27046967
1156,38.34018707
1155,38.32600403
1154,38.32594299
1153,38.3707695
1152,38.33434677
1151,38.33032227
1150,38.35932541
1149,38.41357803
1148,38.32809448
1147,38.32325745
1146,38.31770706
1145,38.4047699
1144,38.39967728
1143,38.40767288
1142,38.36883163
1141,38.38136292
1140,38.40463257
1139,38.39086533
1138,38.41234589
1137,38.39621353
1136,38.3902626
1135,38.40112305
1134,38.46615219
1133,38.40103912
1132,38.43738556
1131,38.43003464
1130,38.40172577
1129,38.4022522
1128,38.41778183
1127,38.42073822
1126,38.47145081
1125,38.42638397
1124,38.40940857
1123,38.43978119
1122,38.4330368
1121,38.43911743
1120,38.47535706
1119,38.41880798
1118,38.38108063
1117,38.49317551
1116,38.45335388
1115,38.4545517
1114,38.51758957
1113,38.4854393
1112,38.50031662
1111,38.48581696
1110,38.48979568
1109,38.41428757
1108,38.50829315
1107,38.53237152
1106,38.48884583
1105,38.493927
1104,38.48607635
1103,38.51079941
1102,38.52180099
1101,38.52824402
1100,38.55215836
1099,38.54790878
1098,38.50708008
1097,38.52848053
1096,38.54917145
1095,38.56124496
1094,38.54363251
1093,38.54342651
1092,38.50735855
1091,38.56121445
1090,38.56528473
1089,38.54743195
1088,38.55343628
1087,38.58627319
1086,38.57590103
1085,38.59977341
1084,38.58219147
1083,38.57832336
1082,38.58416748
1081,38.63653183
1080,38.61532974
1079,38.63515091
1078,38.60247803
1077,38.58347702
1076,38.67654419
1075,38.6827507
1074,38.64004517
1073,38.62176132
1072,38.66389847
1071,38.69006348
1070,38.69736481
1069,38.69854736
1068,38.67943954
1067,38.72076797
1066,38.67531204
1065,38.73455429
1064,38.7296524
1063,38.76200485
1062,38.73590851
1061,38.74579239
1060,38.72008133
1059,38.78421021
1058,38.77342224
1057,38.78179169
1056,38.7338829
1055,38.75485611
1054,38.74113083
1053,38.78228378
1052,38.76123428
1051,38.79341888
1050,38.8076973
1049,38.78376389
1048,38.83537674
1047,38.8391571
1046,38.83158112
1045,38.85520554
1044,38.86167145
1043,38.87791824
1042,38.87364578
1041,38.87709427
1040,38.85844803
1039,38.81277084
1038,38.86962128
1037,38.90791702
1036,38.92788696
1035,38.85980988
1034,38.91879272
1033,38.89265823
1032,38.88896179
1031,38.90174484
1030,38.9176178
1029,38.94916534
1028,38.8889389
1027,38.96652603
1026,38.93053436
1025,38.97691345
1024,38.95259476
1023,38.9671402
1022,38.9584198
1021,39.01261139
1020,39.01313019
1019,39.00418472
1018,39.03038025
1017,39.05047989
1016,39.03897858
1015,39.02396393
1014,39.07009506
1013,39.03458023
1012,39.0218544
1011,39.01133347
1010,39.07385635
1009,39.02854156
1008,39.09561157
1007,39.07950211
1006,39.0969429
1005,39.09849167
1004,39.07852554
1003,39.12202454
1002,39.11151123
1001,39.11498642
1000,39.12707138
999,39.19807053
998,39.14324951
997,39.17228699
996,39.17742157
995,39.16717148
994,39.14144516
993,39.20225143
992,39.21866608
991,39.20986176
990,39.21541977
989,39.22766876
988,39.23622894
987,39.17060089
986,39.19689178
985,39.26871872
984,39.2322998
983,39.24111557
982,39.24467087
981,39.29074097
980,39.29550171
979,39.25540924
978,39.25422287
977,39.24799347
976,39.29718781
975,39.29676819
974,39.31797791
973,39.28310776
972,39.28171158
971,39.30469894
970,39.2971077
969,39.29290771
968,39.28923798
967,39.29906845
966,39.31227112
965,39.359375
964,39.32081223
963,39.29214096
962,39.33317566
961,39.37878418
960,39.35298157
959,39.31541061
958,39.35617447
957,39.38365173
956,39.3734436
955,39.37520218
954,39.37229156
953,39.37849045
952,39.36727905
951,39.40796661
950,39.41542053
949,39.44295502
948,39.41872406
947,39.48675156
946,39.40014648
945,39.47457123
944,39.42224121
943,39.42562866
942,39.43969727
941,39.46143723
940,39.4534874
939,39.49977875
938,39.46163177
937,39.44773865
936,39.48654938
935,39.49826813
934,39.49265289
933,39.52396011
932,39.49493027
931,39.52021027
930,39.52830887
929,39.54208755
928,39.57249832
927,39.5567894
926,39.60210037
925,39.57209778
924,39.57958984
923,39.57702637
922,39.5800209
921,39.59651947
920,39.61096573
919,39.594944
918,39.62324142
917,39.61420441
916,39.63522339
915,39.68125153
914,39.65141296
913,39.69589615
912,39.70357895
911,39.68945313
910,39.74517822
909,39.71544647
908,39.75333786
907,39.78482819
906,39.78230286
905,39.80230331
904,39.79695129
903,39.81423569
902,39.8445282
901,39.8110199
900,39.85440063
899,39.87274933
898,39.83979034
897,39.89139938
896,39.89585876
895,39.93138123
894,39.93390656
893,39.94892502
892,39.96929932
891,39.97493744
890,39.9783287
889,39.99346924
888,40.03993225
887,40.06368256
886,40.08863831
885,40.04499435
884,40.06839371
883,40.11735153
882,40.14464569
881,40.13699722
880,40.13082123
879,40.16353989
878,40.15242767
877,40.19262314
876,40.21543884
875,40.23815155
874,40.2310524
873,40.27740479
872,40.33304596
871,40.30271149
870,40.30643845
869,40.32943726
868,40.34284973
867,40.3771286
866,40.34575653
865,40.38988495
864,40.35071182
863,40.37502289
862,40.34422684
861,40.41637421
860,40.39511871
859,40.43038559
858,40.41202545
857,40.40586853
856,40.41510391
855,40.42356873
854,40.39154816
853,40.46543121
852,40.48323059
851,40.50504684
850,40.49307251
849,40.44179153
848,40.53853607
847,40.6094017
846,40.70249557
845,40.64293671
844,40.73144913
843,40.72280121
842,40.77919006
841,40.80738068
840,40.82202148
839,40.81090927
838,40.88590622
837,40.91602707
836,40.91894531
835,40.93164063
834,40.94026947
833,40.93899155
832,40.98943329
831,40.9983139
830,41.0958252
829,41.06364441
828,41.05548096
827,41.07528687
826,41.14808273
825,41.14588547
824,41.20378494
823,41.1853447
822,41.24607086
821,41.23777771
820,41.22123718
819,41.29894638
818,41.28455353
817,41.33012772
816,41.36211014
815,41.29816055
814,41.39809418
813,41.40679169
812,41.41807938
811,41.41981125
810,41.47170258
809,41.46107483
808,41.50213242
807,41.52968216
806,41.54283905
805,41.57302475
804,41.5759964
803,41.66028976
802,41.62287903
801,41.66930008
800,41.71707916
